As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
2021-05-20,5,4,4,StartUp,TV Show,,"May 4, 2021",11,59
2021-05-20,6,5,3,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",20,165
2021-05-20,7,7,6,Cocomelon,TV Show,,"Jun 1, 2020",209,689
2021-05-20,8,8,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",5,15
2021-05-20,9,6,-,I Am All Girls,Movie,Yes,"May 14, 2021",6,19
2021-05-20,10,9,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",5,23
2021-05-21,1,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",30,221
2021-05-21,2,2,-,The Woman in the Window,Movie,Yes,"May 14, 2021",7,68
2021-05-21,3,3,1,The Upshaws,TV Show,Yes,"May 12, 2021",9,80
2021-05-21,4,4,2,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",14,123
2021-05-21,5,5,3,StartUp,TV Show,,"May 4, 2021",12,65
2021-05-21,6,-,-,Sabotage,Movie,,"May 19, 2021",1,5
2021-05-21,7,7,6,Cocomelon,TV Show,,"Jun 1, 2020",210,693
2021-05-21,8,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",21,168
2021-05-21,9,8,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",6,17
2021-05-21,10,10,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",6,24
2021-05-22,1,-,-,Army of the Dead,Movie,Yes,"May 21, 2021",1,10
2021-05-22,2,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",31,230
2021-05-22,3,2,1,The Woman in the Window,Movie,Yes,"May 14, 2021",8,76
2021-05-22,4,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",18,113
2021-05-22,5,3,2,The Upshaws,TV Show,Yes,"May 12, 2021",10,86
2021-05-22,6,8,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",22,173
2021-05-22,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",211,697
2021-05-22,8,4,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",15,126
2021-05-22,9,5,5,StartUp,TV Show,,"May 4, 2021",13,67
2021-05-22,10,6,-,Sabotage,Movie,,"May 19, 2021",2,6
2021-05-23,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",2,20
2021-05-23,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",32,239
2021-05-23,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",9,84
2021-05-23,4,4,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",19,120
2021-05-23,5,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",23,179
2021-05-23,6,5,2,The Upshaws,TV Show,Yes,"May 12, 2021",11,91
2021-05-23,7,10,-,Sabotage,Movie,,"May 19, 2021",3,10
2021-05-23,8,7,9,Cocomelon,TV Show,,"Jun 1, 2020",212,700
2021-05-23,9,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",16,128
2021-05-23,10,9,7,StartUp,TV Show,,"May 4, 2021",14,68
2021-05-24,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",3,30
2021-05-24,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",33,248
2021-05-24,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",10,92
2021-05-24,4,7,-,Sabotage,Movie,,"May 19, 2021",4,17
2021-05-24,5,4,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",20,126
2021-05-24,6,5,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",24,184
2021-05-24,7,6,2,The Upshaws,TV Show,Yes,"May 12, 2021",12,95
2021-05-24,8,9,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",17,131
2021-05-24,9,10,8,StartUp,TV Show,,"May 4, 2021",15,70
2021-05-24,10,8,10,Cocomelon,TV Show,,"Jun 1, 2020",213,701
2021-05-25,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",4,40
2021-05-25,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",34,257
2021-05-25,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",11,100
2021-05-25,4,4,-,Sabotage,Movie,,"May 19, 2021",5,24
2021-05-25,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",21,132
2021-05-25,6,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",25,189
2021-05-25,7,7,2,The Upshaws,TV Show,Yes,"May 12, 2021",13,99
2021-05-25,8,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",18,134
2021-05-25,9,9,8,StartUp,TV Show,,"May 4, 2021",16,72
2021-05-25,10,10,10,Cocomelon,TV Show,,"Jun 1, 2020",214,702
2021-05-26,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",5,50
2021-05-26,2,-,-,Home,Movie,,"May 25, 2021",1,9
2021-05-26,3,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",35,265
2021-05-26,4,10,7,Cocomelon,TV Show,,"Jun 1, 2020",215,709
2021-05-26,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",22,138
2021-05-26,6,9,4,StartUp,TV Show,,"May 4, 2021",17,77
2021-05-26,7,7,2,The Upshaws,TV Show,Yes,"May 12, 2021",14,103
2021-05-26,8,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",19,137
2021-05-26,9,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",26,191
2021-05-26,10,4,-,Sabotage,Movie,,"May 19, 2021",6,25
2021-05-27,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",6,60
2021-05-27,2,2,-,Home,Movie,,"May 25, 2021",2,18
2021-05-27,3,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",36,273
2021-05-27,4,4,7,Cocomelon,TV Show,,"Jun 1, 2020",216,716
2021-05-27,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",23,144
2021-05-27,6,6,5,StartUp,TV Show,,"May 4, 2021",18,82
2021-05-27,7,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",27,195
2021-05-27,8,7,3,The Upshaws,TV Show,Yes,"May 12, 2021",15,106
2021-05-27,9,8,4,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",20,139
2021-05-27,10,10,-,Sabotage,Movie,,"May 19, 2021",7,26
2021-05-28,1,2,-,Home,Movie,,"May 25, 2021",3,28
2021-05-28,2,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",7,69
2021-05-28,3,-,-,Blue Miracle,Movie,Yes,"May 27, 2021",1,8
2021-05-28,4,-,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",1,7
2021-05-28,5,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",37,279
2021-05-28,6,4,7,Cocomelon,TV Show,,"Jun 1, 2020",217,721
2021-05-28,7,7,8,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",28,199
2021-05-28,8,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",24,147
2021-05-28,9,6,5,StartUp,TV Show,,"May 4, 2021",19,84
2021-05-28,10,8,3,The Upshaws,TV Show,Yes,"May 12, 2021",16,107
2021-05-29,1,-,-,Lucifer,TV Show,,"Dec 15, 2018",21,146
2021-05-29,2,1,-,Home,Movie,,"May 25, 2021",4,37
2021-05-29,3,-,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",1,8
2021-05-29,4,2,1,Army of the Dead,Movie,Yes,"May 21, 2021",8,76
2021-05-29,5,3,-,Blue Miracle,Movie,Yes,"May 27, 2021",2,14
2021-05-29,6,4,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",2,12
2021-05-29,7,-,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",1,4
2021-05-29,8,6,7,Cocomelon,TV Show,,"Jun 1, 2020",218,724
2021-05-29,9,5,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",38,281
2021-05-29,10,7,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",29,200
2021-05-30,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",23,166
2021-05-30,2,3,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",2,17
2021-05-30,3,2,-,Home,Movie,,"May 25, 2021",5,45
2021-05-30,4,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",9,83
2021-05-30,5,5,-,Blue Miracle,Movie,Yes,"May 27, 2021",3,20
2021-05-30,6,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",3,17
2021-05-30,7,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",2,8
2021-05-30,8,8,8,Cocomelon,TV Show,,"Jun 1, 2020",219,727
2021-05-30,9,10,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",30,202
2021-05-30,10,9,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",39,282
2021-05-31,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",24,176
2021-05-31,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",3,26
2021-05-31,3,3,-,Home,Movie,,"May 25, 2021",6,53
2021-05-31,4,5,-,Blue Miracle,Movie,Yes,"May 27, 2021",4,27
2021-05-31,5,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",10,89
2021-05-31,6,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",4,22
2021-05-31,7,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",3,12
2021-05-31,8,8,10,Cocomelon,TV Show,,"Jun 1, 2020",220,730
2021-05-31,9,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",31,204
2021-05-31,10,10,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",40,283
2021-06-01,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",25,186
2021-06-01,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",4,35
2021-06-01,3,3,-,Home,Movie,,"May 25, 2021",7,61
2021-06-01,4,4,-,Blue Miracle,Movie,Yes,"May 27, 2021",5,34
2021-06-01,5,5,1,Army of the Dead,Movie,Yes,"May 21, 2021",11,95
2021-06-01,6,-,-,Dirty John,TV Show,,"Nov 25, 2019",1,5
2021-06-01,7,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",5,26
2021-06-01,8,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",4,15
2021-06-01,9,8,10,Cocomelon,TV Show,,"Jun 1, 2020",221,732
2021-06-01,10,10,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",41,284
2021-06-02,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",26,196
2021-06-02,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",5,44
2021-06-02,3,6,-,Dirty John,TV Show,,"Nov 25, 2019",2,13
2021-06-02,4,3,2,Home,Movie,,"May 25, 2021",8,68
2021-06-02,5,9,4,Cocomelon,TV Show,,"Jun 1, 2020",222,738
2021-06-02,6,4,-,Blue Miracle,Movie,Yes,"May 27, 2021",6,39
2021-06-02,7,5,1,Army of the Dead,Movie,Yes,"May 21, 2021",12,99
2021-06-02,8,7,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",6,29
2021-06-02,9,8,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",5,17
2021-06-02,10,10,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",42,285
2021-06-03,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",27,206
2021-06-03,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",6,53
2021-06-03,3,3,-,Dirty John,TV Show,,"Nov 25, 2019",3,21
2021-06-03,4,4,2,Home,Movie,,"May 25, 2021",9,75
2021-06-03,5,5,4,Cocomelon,TV Show,,"Jun 1, 2020",223,744
2021-06-03,6,-,-,2 Hearts,Movie,,"Jun 2, 2021",1,5
2021-06-03,7,8,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",7,33
2021-06-03,8,7,1,Army of the Dead,Movie,Yes,"May 21, 2021",13,102
2021-06-03,9,6,-,Blue Miracle,Movie,Yes,"May 27, 2021",7,41
2021-06-03,10,9,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",6,18
2021-06-04,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",28,216
2021-06-04,2,3,-,Dirty John,TV Show,,"Nov 25, 2019",4,30
2021-06-04,3,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",7,61
2021-06-04,4,4,1,Home,Movie,,"May 25, 2021",10,82
2021-06-04,5,6,-,2 Hearts,Movie,,"Jun 2, 2021",2,11
2021-06-04,6,5,6,Cocomelon,TV Show,,"Jun 1, 2020",224,749
2021-06-04,7,7,4,Ragnarok,TV Show,Yes,"Jan 31, 2020",8,37
2021-06-04,8,8,2,Army of the Dead,Movie,Yes,"May 21, 2021",14,105
2021-06-04,9,9,3,Blue Miracle,Movie,Yes,"May 27, 2021",8,43
2021-06-04,10,-,-,Kim's Convenience,TV Show,Yes,"Jul 13, 2018",1,1
2021-06-05,1,1,1,Lucifer,TV Show,,"Dec 15, 2018",29,226
2021-06-05,2,-,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",1,9
2021-06-05,3,2,-,Dirty John,TV Show,,"Nov 25, 2019",5,38
2021-06-05,4,3,3,Dog Gone Trouble,Movie,Yes,"May 28, 2021",8,68
2021-06-05,5,4,2,Home,Movie,,"May 25, 2021",11,88
2021-06-05,6,6,8,Cocomelon,TV Show,,"Jun 1, 2020",225,754
2021-06-05,7,5,-,2 Hearts,Movie,,"Jun 2, 2021",3,15
2021-06-05,8,8,4,Army of the Dead,Movie,Yes,"May 21, 2021",15,108
2021-06-05,9,-,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",1,2
2021-06-05,10,10,-,Kim's Convenience,TV Show,Yes,"Jul 13, 2018",2,2
2021-06-06,1,2,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",2,19
2021-06-06,2,1,1,Lucifer,TV Show,,"Dec 15, 2018",30,235
2021-06-06,3,3,-,Dirty John,TV Show,,"Nov 25, 2019",6,46
2021-06-06,4,7,-,2 Hearts,Movie,,"Jun 2, 2021",4,22
2021-06-06,5,4,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",9,74
2021-06-06,6,5,3,Home,Movie,,"May 25, 2021",12,93
2021-06-06,7,6,8,Cocomelon,TV Show,,"Jun 1, 2020",226,758
2021-06-06,8,-,-,Xtreme,Movie,Yes,"Jun 4, 2021",1,3
2021-06-06,9,8,4,Army of the Dead,Movie,Yes,"May 21, 2021",16,110
2021-06-06,10,9,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",2,3
2021-06-07,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",3,29
2021-06-07,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",31,244
2021-06-07,3,4,-,2 Hearts,Movie,,"Jun 2, 2021",5,30
2021-06-07,4,3,-,Dirty John,TV Show,,"Nov 25, 2019",7,53
2021-06-07,5,7,8,Cocomelon,TV Show,,"Jun 1, 2020",227,764
2021-06-07,6,6,3,Home,Movie,,"May 25, 2021",13,98
2021-06-07,7,5,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",10,78
2021-06-07,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",2,6
2021-06-07,9,9,5,Army of the Dead,Movie,Yes,"May 21, 2021",17,112
2021-06-07,10,10,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",3,4
2021-06-08,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",4,39
2021-06-08,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",32,253
2021-06-08,3,3,-,2 Hearts,Movie,,"Jun 2, 2021",6,38
2021-06-08,4,4,6,Dirty John,TV Show,,"Nov 25, 2019",8,60
2021-06-08,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",228,770
2021-06-08,6,6,3,Home,Movie,,"May 25, 2021",14,103
2021-06-08,7,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",11,82
2021-06-08,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",3,9
2021-06-08,9,10,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",4,6
2021-06-08,10,-,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,"May 30, 2021",1,1
2021-06-09,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",5,49
2021-06-09,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",33,262
2021-06-09,3,3,-,2 Hearts,Movie,,"Jun 2, 2021",7,46
2021-06-09,4,4,3,Dirty John,TV Show,,"Nov 25, 2019",9,67
2021-06-09,5,5,5,Cocomelon,TV Show,,"Jun 1, 2020",229,776
2021-06-09,6,6,4,Home,Movie,,"May 25, 2021",15,108
2021-06-09,7,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",12,86
2021-06-09,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",4,12
2021-06-09,9,9,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",5,8
2021-06-09,10,-,7,Army of the Dead,Movie,Yes,"May 21, 2021",18,113
2021-06-10,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",6,59
2021-06-10,2,-,-,Awake,Movie,Yes,"Jun 9, 2021",1,9
2021-06-10,3,2,1,Lucifer,TV Show,,"Dec 15, 2018",34,270
2021-06-10,4,5,5,Cocomelon,TV Show,,"Jun 1, 2020",230,783
2021-06-10,5,4,3,Dirty John,TV Show,,"Nov 25, 2019",10,73
2021-06-10,6,3,6,2 Hearts,Movie,,"Jun 2, 2021",8,51
2021-06-10,7,6,4,Home,Movie,,"May 25, 2021",16,112
2021-06-10,8,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",13,89
2021-06-10,9,9,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",6,10
2021-06-10,10,-,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,"May 30, 2021",2,2
2021-06-11,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",7,69
2021-06-11,2,2,-,Awake,Movie,Yes,"Jun 9, 2021",2,18
2021-06-11,3,-,-,Manifest,TV Show,,"Jun 10, 2021",1,8
2021-06-11,4,3,1,Lucifer,TV Show,,"Dec 15, 2018",35,277
2021-06-11,5,4,6,Cocomelon,TV Show,,"Jun 1, 2020",231,789
2021-06-11,6,5,2,Dirty John,TV Show,,"Nov 25, 2019",11,78
2021-06-11,7,6,5,2 Hearts,Movie,,"Jun 2, 2021",9,55
2021-06-11,8,7,4,Home,Movie,,"May 25, 2021",17,115
2021-06-11,9,8,3,Dog Gone Trouble,Movie,Yes,"May 28, 2021",14,91
2021-06-11,10,-,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",14,68
2021-06-12,1,1,2,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",8,79
2021-06-12,2,3,-,Manifest,TV Show,,"Jun 10, 2021",2,17
2021-06-12,3,2,-,Awake,Movie,Yes,"Jun 9, 2021",3,26
2021-06-12,4,-,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",1,7
2021-06-12,5,-,-,Lupin,TV Show,Yes,"Jan 8, 2021",15,93
2021-06-12,6,5,6,Cocomelon,TV Show,,"Jun 1, 2020",232,794
2021-06-12,7,4,1,Lucifer,TV Show,,"Dec 15, 2018",36,281
2021-06-12,8,8,5,Home,Movie,,"May 25, 2021",18,118
2021-06-12,9,10,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",15,70
2021-06-12,10,7,7,2 Hearts,Movie,,"Jun 2, 2021",10,56
2021-06-13,1,2,-,Manifest,TV Show,,"Jun 10, 2021",3,27
2021-06-13,2,1,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",9,88
2021-06-13,3,4,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",2,15
2021-06-13,4,3,-,Awake,Movie,Yes,"Jun 9, 2021",4,33
2021-06-13,5,5,-,Lupin,TV Show,Yes,"Jan 8, 2021",16,99
2021-06-13,6,6,7,Cocomelon,TV Show,,"Jun 1, 2020",233,799
2021-06-13,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",37,285
2021-06-13,8,9,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",16,73
2021-06-13,9,8,6,Home,Movie,,"May 25, 2021",19,120
2021-06-13,10,10,4,2 Hearts,Movie,,"Jun 2, 2021",11,57
2021-06-14,1,1,-,Manifest,TV Show,,"Jun 10, 2021",4,37
2021-06-14,2,2,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",10,97
2021-06-14,3,3,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",3,23
2021-06-14,4,4,-,Awake,Movie,Yes,"Jun 9, 2021",5,40
2021-06-14,5,5,-,Lupin,TV Show,Yes,"Jan 8, 2021",17,105
2021-06-14,6,6,5,Cocomelon,TV Show,,"Jun 1, 2020",234,804
2021-06-14,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",38,289
2021-06-14,8,8,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",17,76
2021-06-14,9,-,-,A Haunted House 2,Movie,,"Jun 10, 2021",1,2
2021-06-14,10,9,6,Home,Movie,,"May 25, 2021",20,121
2021-06-15,1,1,-,Manifest,TV Show,,"Jun 10, 2021",5,47
2021-06-15,2,3,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",4,32
2021-06-15,3,2,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",11,105
2021-06-15,4,5,-,Lupin,TV Show,Yes,"Jan 8, 2021",18,112
2021-06-15,5,4,-,Awake,Movie,Yes,"Jun 9, 2021",6,46
2021-06-15,6,6,5,Cocomelon,TV Show,,"Jun 1, 2020",235,809
2021-06-15,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",39,293
2021-06-15,8,8,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",18,79
2021-06-15,9,9,-,A Haunted House 2,Movie,,"Jun 10, 2021",2,4
2021-06-15,10,-,-,The Devil Below,Movie,,"Jun 13, 2021",1,1
2021-06-16,1,1,-,Manifest,TV Show,,"Jun 10, 2021",6,57
2021-06-16,2,2,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",5,41
2021-06-16,3,3,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",12,113
2021-06-16,4,4,-,Lupin,TV Show,Yes,"Jan 8, 2021",19,119
2021-06-16,5,-,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",7,34
2021-06-16,6,6,5,Cocomelon,TV Show,,"Jun 1, 2020",236,814
2021-06-16,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",40,297
2021-06-16,8,5,-,Awake,Movie,Yes,"Jun 9, 2021",7,49
2021-06-16,9,8,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",19,81
2021-06-16,10,10,-,The Devil Below,Movie,,"Jun 13, 2021",2,2
2021-06-17,1,1,-,Manifest,TV Show,,"Jun 10, 2021",7,67
2021-06-17,2,2,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",6,50
2021-06-17,3,3,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",13,121
2021-06-17,4,5,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",8,41
2021-06-17,5,4,-,Lupin,TV Show,Yes,"Jan 8, 2021",20,125
2021-06-17,6,6,4,Cocomelon,TV Show,,"Jun 1, 2020",237,819
2021-06-17,7,7,3,Lucifer,TV Show,,"Dec 15, 2018",41,301
2021-06-17,8,10,-,The Devil Below,Movie,,"Jun 13, 2021",3,5
2021-06-17,9,9,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",20,83
2021-06-17,10,8,2,Awake,Movie,Yes,"Jun 9, 2021",8,50
2021-06-18,1,1,3,Manifest,TV Show,,"Jun 10, 2021",8,77
2021-06-18,2,2,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",7,59
2021-06-18,3,3,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",14,129
2021-06-18,4,4,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",9,48
2021-06-18,5,6,5,Cocomelon,TV Show,,"Jun 1, 2020",238,825
2021-06-18,6,5,-,Lupin,TV Show,Yes,"Jan 8, 2021",21,130
2021-06-18,7,-,-,Black Summer,TV Show,Yes,"Apr 11, 2019",1,4
2021-06-18,8,7,4,Lucifer,TV Show,,"Dec 15, 2018",42,304
2021-06-18,9,-,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",9,39
2021-06-18,10,9,10,L.A.'s Finest,TV Show,,"Jan 5, 2021",21,84
2021-06-19,1,-,-,Fatherhood,Movie,Yes,"Jun 18, 2021",1,10
2021-06-19,2,1,2,Manifest,TV Show,,"Jun 10, 2021",9,86
2021-06-19,3,2,4,Wish Dragon,Movie,Yes,"Jun 11, 2021",8,67
2021-06-19,4,3,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",15,136
2021-06-19,5,5,6,Cocomelon,TV Show,,"Jun 1, 2020",239,831
2021-06-19,6,4,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",10,53
2021-06-19,7,7,-,Black Summer,TV Show,Yes,"Apr 11, 2019",2,8
2021-06-19,8,-,-,Ãlite,TV Show,Yes,"Oct 5, 2018",1,3
2021-06-19,9,9,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",10,41
2021-06-19,10,6,5,Lupin,TV Show,Yes,"Jan 8, 2021",22,131
2021-06-20,1,1,-,Fatherhood,Movie,Yes,"Jun 18, 2021",2,20
2021-06-20,2,2,1,Manifest,TV Show,,"Jun 10, 2021",10,95
2021-06-20,3,3,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",9,75
2021-06-20,4,4,2,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",16,143
2021-06-20,5,7,-,Black Summer,TV Show,Yes,"Apr 11, 2019",3,14
2021-06-20,6,8,-,Ãlite,TV Show,Yes,"Oct 5, 2018",2,8
2021-06-20,7,5,6,Cocomelon,TV Show,,"Jun 1, 2020",240,835
2021-06-20,8,6,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",11,56
2021-06-20,9,9,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",11,43
2021-06-20,10,10,5,Lupin,TV Show,Yes,"Jan 8, 2021",23,132
2021-06-21,1,1,-,Fatherhood,Movie,Yes,"Jun 18, 2021",3,30
2021-06-21,2,2,1,Manifest,TV Show,,"Jun 10, 2021",11,104
2021-06-21,3,3,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",10,83
2021-06-21,4,4,2,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",17,150
2021-06-21,5,5,-,Black Summer,TV Show,Yes,"Apr 11, 2019",4,20
2021-06-21,6,6,-,Ãlite,TV Show,Yes,"Oct 5, 2018",3,13
2021-06-21,7,7,6,Cocomelon,TV Show,,"Jun 1, 2020",241,839
2021-06-21,8,-,-,The Worldâs Most Amazing Va…,TV Show,Yes,"Jun 18, 2021",1,3
2021-06-21,9,8,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",12,58
2021-06-21,10,9,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",12,44
2021-06-22,1,1,-,Fatherhood,Movie,Yes,"Jun 18, 2021",4,40
